"name","founded_on","num_funding_rounds","last_equity_funding_type","last_funding_at","headquartersCountry","employeeCount","Advertising","Agriculture.and.Farming","Clothing.and.Apparel","Commerce.and.Shopping","Community.and.Lifestyle","Computer.Hardware","Consumer.Electronics","Consumer.Goods","Content.and.Publishing","Data.and.Analytics","Design","Education","Energy","Environment.and.Sustainability","Events","Financial.Services","Food.and.Beverage","Gaming","Government.and.Military","Health.Care","HumanResources","Legal","Life.Sciences","Logistics","Manufacturing","Media.and.Entertainment","Messaging.and.Telecommunications","Music.and.Audio","Natural.Resources","Navigation.and.Mapping","Payments","Privacy.and.Security","Professional.Services","Real.Estate.and.Construction","Sales.and.Marketing","Software_x","Sports","Transportation","Travel.and.Tourism","Video","AR.and.VR","Artificial.Intelligence","Biotechnology","BlockChain","Hardware","Science.and.Engineering","Software_y","Sustainability","Round.1","Round.2","Round.3","Round.4","Round.5","short_description","success","days_since_founding"
"Baluwo",1,6,17,768,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,708351,1109509,454476,561383,200848,"Online marketplace platform to buy basic essentials",0,2260
"Bambee",92,6,12,773,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+06,2500000,5e+06,7500000,1.5e+07,"Bambee is a platform offering an affordable solution to small and medium-sized businesses for hiring HR managers.",0,2114
"Bamboo Insurance",395,4,10,920,83,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049977,5500000,3e+06,4e+06,1.6e+07,"Online comparison platform for property & casualty insurance",0,1722
"Barkyn",202,6,10,522,68,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107516,1909640,1206975,5608480,3623210,"Internet first brand offering dog foods",0,1578
"Base Operations",395,8,9,699,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,25000,75000,1e+06,25000,"Base Operations uses AI to aggregate and visualize threat data to help companies keep their people and operations safe around the world.",0,1443
"Baseconnect Japan",215,6,11,1029,46,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,882994,372337,3810874,16410000,40715537,"Baseconnect Co., Ltd. connects people from all over the world and spends one-tenth the time it takes for people to “know”.",0,2211
"Basepair",202,6,2,638,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1e+05,8e+05,3e+05,350000,1144633,"Developer of cloud-based NGS data analysis software",0,1731
"Basepaws",202,4,9,208,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000,1000,10000,250000,250000,"Pet genetics & health monitoring.",1,1034
"BasicBlock",395,7,9,726,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,675000,450000,1775000,1500000,5e+05,"BasicBlock is a mobile application for truck drivers to scan and upload documents for quick and easy payment.",0,1475
"Bast Fibre Technologies",1,4,17,938,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23885,3326070,320007,281367,450010,"Bast Fibre Technologies operates as a fiber engineering firm that develops IP protected enhancements.",0,2476
"Baton Systems",1,4,10,252,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3e+06,1e+05,1.2e+07,4e+06,16260710,"Post-trade clearing and settlement solution for merchants",0,1490
"Baubap",464,8,17,973,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55000,60000,55000,350000,3e+06,"Baubap is a developer of a microlending financial platform that offers personal loans.",0,1663
"Bawiq",319,5,9,602,2,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+05,560000,1300000,1600000,5e+05,"The best grocery delivery app. Bawiq brings everyday grocery shopping to the comfort of your home, office, or wherever you are.",0,1475
"Baymatob",1,5,10,776,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61272,2e+05,1169853,2008229,3376274,"Baymatob is a AI-guided solutions to improve health outcomes for mothers and their babies.",0,2271
"BCaster",187,5,9,48,30,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,266595,353791,1402620,836694,466595,"Crowdsourcing of mobile video",0,545
"Beam Therapeutics",202,4,6,449,83,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.7e+07,1.35e+08,2.07e+08,2.6e+08,5e+07,"Beam Therapeutics is a biotechnology company developing precision genetic medicines through the use of base editing technology.",1,1479
"Beamy",236,5,10,799,31,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,348300,222079,6e+05,1000,9e+06,"Beamy helps large organizations to embrace their SaaS explosion with a continuous SaaS audit technology and a powerful governance platform.",0,1875
"Bear Robotics",272,5,11,772,83,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,750000,2e+06,3.2e+07,3.2e+07,5e+07,"Bear Robotics reshapes food service with robotics and artificial intelligence.",0,1775
"Bee Planet Factory",395,4,17,772,28,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275650,57434,179407,179401,650000,"BeePlanet Factory develops technological projects based on the reuse of batteries removed from the electric car.",0,1534
"BeeHero",202,6,11,977,83,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+06,4e+06,1.5e+07,4e+06,4.2e+07,"BeeHero is a developer of beehive technology platform intended to maximize crop yields through pollination.",0,2160
"BeeTech",1,5,11,561,10,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,690179,4e+06,5e+06,2.1e+07,3975000,"BeeTech connects financial technology and innovation to transparency for the main currency exchange services in the world.",0,1999
"Beewise",429,7,12,784,40,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7e+05,14134,3500000,1e+07,2500000,"The only comprehensive solution that completely automates Beekeeping to keep bees alive, healthy, thriving, and pollinating.",0,1490
"Beez",526,5,10,616,69,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117525,28364,113501,282888,1322214,"We want to change the consumer finance market, change the way people shop & finance their spending while disrupting the credit card industry",0,1078
"Behaivior",202,7,9,914,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25000,279000,50000,255007,2e+05,"Behaivior is a digital therapeutics company that uses behavioral health technology & wearables for relapse & overdose prevention.",0,2081
"Beleco",36,4,9,176,73,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34265,201145,241828,1862450,2180000,"Online rental platform offering home furnishing products",0,1275
"Bella And Duke",305,2,17,270,32,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+06,1475734,5700000,4575701,9898620,"Bella And Duke are a raw dog food subscription service. We are on a mission to help keep dogs happy and healthy.",0,982
"Belyntic",461,5,9,671,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,783655,263806,1439130,490005,811149,"Belyntic offers the first generally applicable purification kit for chemically synthesized peptides.",1,1287
"BeneFix",92,3,17,363,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1885000,1980000,4220597,1250000,6415518,"Provider of healthcare insurance for employees",0,1542
"Benjamin ™",239,7,9,385,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+05,350000,25000,40000,1e+05,"SaaS, Predictive Analytics platform tied to healthcare mobile app",0,1307
"besport",202,1,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,453488,559753,1186190,1161170,1671519,"besport",0,-2031
"Beta Bugs",359,6,17,399,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91468,133519,58963,81868,675084,"Beta Bugs is a cutting edge biotechnology company that produces enhanced insect strains for the growing insect farming industry. ",0,1122
"Better Nature",533,5,9,970,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,450000,550062,2205780,1867090,436207,"By leveraging proprietary technologies, Better Nature is one of the UK's fastest growing clean-label meat alternative startups.",0,1504
"Better PT",71,4,10,131,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,1500000,1500000,1500000,5e+06,"Provider of a physical therapy platform to connects private physical therapists and clinics with patients",0,1094
"Better.com",1,7,13,508,83,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+07,1.5e+07,7.5e+07,1.6e+08,1.6e+08,"Online marketplace for residential mortgages",0,1924
"Betterfly",395,6,12,739,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+06,8500000,9e+06,6e+07,1.25e+08,"Betterfly is a purpose-driven benefits platform that rewards healthy habits with charitable donations and no-cost life insurance coverage.",0,1492
"BetterYou",534,7,17,921,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3e+05,1100000,440000,2250000,2250000,"BetterYou is a digital wellness platform that helps to make better health and wellness decisions every day.",0,1439
"BharatAgri",202,8,10,1030,42,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11213873,89641,481083,718939,2e+06,"BharatAgri is a platform to increase the incomes of farmers by developing farming technologies.",0,2228
"BharatPe",444,10,14,661,42,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+06,14500000,5e+07,7.5e+07,34043156,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",0,1303
"BidMySmile",395,4,9,372,83,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99999,1e+05,105000,175000,225000,"BidMySmile is changing the way people shop for orthodontic care.",0,983
"Biel Glasses",202,14,9,762,28,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75828,40878,87799,57307,5663,"Biel Glasses develops smart glasses to improve mobility and personal autonomy of people with low vision.",0,1887
"BIG Atom",374,5,9,525,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272181,1982658,811622,821442,483597,"Recycling company on a mission to end polymer waste. They develop, build and operate new generation infrastructure for processing waste.",0,1275
"BigID",21,12,17,946,83,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2100000,14060854,3e+07,50000013,5e+07,"Cloud based platform offering data privacy management software",0,2454
"Bigyellowfish",395,1,9,993,42,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52064,104816,1797360,110941,1100000,"Bigyellowfish is a technology solution derived at the intersection of psychology, business and technology for better business results.",0,1815
"Bikky",270,4,9,867,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+05,550000,3250000,3895008,5250000,"Customer engagement for restaurants via text & email",0,1898
"Bilforon",58,7,9,332,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+05,40000,27000,80000,238000,"Bilforon is a marketplace application for connecting customers with home-cooks who make food and sell it from their houses.",0,1542
"Billie",1,4,12,661,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3690231,9004444,4080690,11812800,33600000,"Brand of hair removal products for women",0,2124
"BillionToOne",1,9,12,989,83,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120000,2400000,1.5e+07,1.5e+07,5.5e+07,"Provider of cell-free cancer liquid biopsy test",0,2540
"Billy Bike",252,7,9,480,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,190900,369974,292027,853371,860732,"Billy is a facilities services company that specializes in providing shared electric bicycles you can pick up and drop off everywhere.",0,1432
"Bind On-Demand Health Insurance",1,5,11,393,83,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2500000,6e+07,1e+07,7e+07,6e+07,"On-demand health insurance platform for individuals and employers",0,1755
"Binti",1,3,11,613,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2683859,2e+06,1e+07,1e+07,4.5e+07,"Platform for the adoption process",0,2065
"Bintix",478,6,9,922,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345812,73513,248911,72622,368860,"Bintix's mission is to provide a scheduled recyclable collection of dry wastes and sent it to Pollution Control Board.",0,1568
"Biobot Analytics",202,7,10,659,83,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,345000,120000,2500000,6739444,4200000,"Biobot Analytics is a wastewater epidemiology company that is transforming wastewater infrastructure into public health observatories.",0,1756
"Bioheuris",1,5,10,683,3,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17000,54000,6e+05,2e+06,5e+05,"Bioheuris is integrating synthetic biology and gene editing to develop sustainable weed management systems",0,2156
"BIOND Solutions",202,7,9,767,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46663,30166,287705,211383,185123,"Developer of organ-on-chip platform for cell-based assays",0,1893
"BioPhero",1,2,10,483,23,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,651752,3500656,3e+06,1102980,1.7e+07,"BioPhero is a pioneer in providing low-cost bio-based pheromones for pest management.",1,1893
"Biospatial",202,4,10,831,83,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1114780,5e+05,1800000,1804966,3400000,"Biospatial is a company building a national collaborative to provide early warning of health events and trends.",0,1972
"Biotech Foods",224,6,10,913,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,288696,2470544,2246171,947471,6312579,"We develop technology to produce Ethicameat: Fresh meat that supports human health, animal welfare and environmental sustainability.",1,2046
"BioVaxys",395,7,6,961,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1126500,2015555,798500,1e+06,135000,"BioVaxys is a clinical stage biotechnology company  developing immunotherapeutic cancer vaccines targeting melanoma.",1,1774
"Biowatch (self-tracking of biomarkers)",223,5,1,727,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7160,16087,78946,400940,380178,"Provider of employee health screening platform",0,1811
"Bipi",319,5,11,476,28,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2941500,7323160,12406700,19384785,7291370,"Online subscription-based car rental platform",1,1304
"Bird",202,12,6,822,83,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15000,1.5e+07,1.5e+07,1e+08,3e+08,"Bird designs a vehicle sharing platform that provides affordable transportation solutions to communities across the world.",1,1961
"Birdie",202,5,11,856,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2868311,35000,7953790,6300000,11500000,"Birdie helps companies drive business growth with real-time AI powered insights from millions of consumer data points.",0,2004
"BisRing",343,7,7,398,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171061,14943,4504,45305,28043,"BisRing connects home owners & real estate investors with reputable service provides and businesses to manage & maintain the properties.",0,1150
"Bit Bio",1,3,11,670,83,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398961,3961019,41500000,41500000,1.03e+08,"Developer of a platform for synthetic and stem cell therapies",0,2135
"BITE Investments",540,6,9,985,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6e+06,2200000,2400000,2900000,5800000,"BITE is a global financial technology platform built to deliver alternative investments and private market strategies.",0,1499
"Bitfarms",202,5,6,713,13,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2e+07,5e+06,31436729,15766280,31497303,"Bitfarms owns and operates blockchain farms that power global decentralized financial economy.",1,1825
"bitkey Japan",469,8,17,533,46,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2983600,6895578,20511864,4301314,11344708,"Bitkey is a company provides its own key technology.",0,1092
"Bitski",1,4,10,529,83,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1500000,1800000,1e+06,4679950,1.9e+07,"Bitski allows creators, brands, and platforms to create, sell, and purchase NFTs.",0,1952
"Bitvore",1,6,11,666,83,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4500000,250000,8344700,14232871,4290000,"Intelligence gathering & data mining",0,2131
"Bitwise Asset Management",202,4,11,559,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4e+06,10500000,17239583,7e+07,7e+07,"Cryptocurrency index fund",0,1631
"Bizly",1,4,9,468,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4e+05,1500000,1500000,2071345,3e+06,"Online marketplace to book spaces for meetings and events",0,1872
"Black Diamond Therapeutics",202,4,12,224,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7100000,12101210,2e+07,8.5e+07,8.5e+07,"Black Diamond Therapeutics is a precision oncology medicine company pioneering the discovery and development of small molecule.",1,1068
"Black Lake Technologies",95,6,12,473,17,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+06,4e+06,8e+06,2.2e+07,77345502,"Black Lake Technologies is a manufacturing SaaS company that builds plant floor collaboration tools to digitally transform factories.",0,1722
"BlackBoiler",1,4,17,637,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225000,325000,1e+06,3200000,1646824,"Cloud & AI-based contract review and historical contract data management software provider",0,2096
"BlackCart",202,4,10,960,13,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000,2e+06,2069550,8800000,3665050,"BlackCart is a try-before-you-buy platform for eCommerce stores.",0,2138
"BlastPoint",1,7,9,857,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,150000,150000,750000,50000,750000,"Provider of AI driven customer intelligence based engagement optimization solutions",0,2371
"Blerp",530,8,7,809,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15000,150000,120000,1e+06,789000,"Blerp makes it easy to discover, create and share short audio content to your messaging apps, live streams and voice assistants.",0,1308
"Blickfeld",202,5,10,868,22,109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1e+07,4250000,5700000,3.1e+07,15025200,"Provider of LiDAR-based technology for autonomous vehicles",0,2020
